chosen,rejected,source
"The graduate with a Science degree asks, """"Why does it work?"""" The graduate with an Engineering degree asks, """"How does it work?"""" The graduate with an Accounting degree Asks, """"How much will it cost?""""  The graduate with a  Liberal Arts degree asks, """"Do you want fries  with  that?","Q: How many stalkers does it take to change a light bulb?  A: Two. One to replace the bulb, and the other to watch it day and night.",jester
"(A) The Japanese eat very little fat and suffer fewer heart attacks than the British or Americans. (B) On the other hand, the French eat a lot of fat and also suffer fewer heart attacks than the British or Americans. (C) The Chinese drink very little red wine and suffer fewer heart attacks than the British or Americans. (D) The Italians drink excessive amounts of red wine and also suffer fewer heart attacks than the British or Americans.(E) Conclusion: Eat and drink what you like. It's speaking English that kills you.","Q: Ever wonder why the IRS calls it Form 1040?  A: Because for every $50 that you earn, you get 10 and they get 40.",jester
"I got aids in prison.. Hearing aids. I should've used them though, I might've been able to hear the guy that snuck up on me in the shower and gave me HIV.",What are some ways that the community can organize to support aging queer elders? Auntie Red Tweet Tea,haha
"After my recent prostate exam, which, I must say, was the most thorough I've ever had, the doctor left and the nurse came in. As she shut the door, she asked me a question I didn't want to hear. She said... ""Who was that guy who just left?""",I went to my doctor because I couldn't stop giving my girlfriend oral. He says I have Minge Eating Disorder.,haha
"A woman has twins, and gives them up for adoption.  One of them goes to a family in Egypt and is named """"Amal.""""  The other goes to a  family in Spain; they name him """"Juan.""""  Years later, Juan sends a picture of himself to his mom.  Upon receiving the picture, she tells her husband that she wishes she also had a picture of Amal.   Her husband responds, """"But they are twins-if you've seen Juan, you've seen   Amal.",Jack Bauer can get McDonald's breakfast after 10:30.,jester
"A teacher is explaining to her class how different languages use  negatives differently.  She says, """"In all languages, a positive followed by a negative or a negative followed by a positive makes a negative.  In some languages, two negatives together make a positive, while in others they make a negative.  But in no language do two positives make a negative.""""    One of the students puts up his hand and says, """"Yeah, right.","Once upon a time, two brooms fell in love and decided to get married. Before the ceremony, the bride broom informed the groom broom that  she was expecting a little whiskbroom. The groom broom was aghast!  """"How is this possible?"""" he asked. """"We've never swept together!",jester
"Me: ""When I donate blood I do not extract it myself. A nurse does it for me."" Receptionist: ""Yes, but this is a sperm bank and it doesn't work that way.""",Drunk' pilot removed from United Airways plane at Newark Airport. Still safer than a Muslim one.,haha
"A Midget Walked Past Me On The Sidewalk Today Wearing A Shirt That Said ""I Hate Black People"" ...I thought to myself ""Well damn- thats a little racist.",How can you tell if a groom is Polish? He would be the one with the clean bowling shirt.,haha
"If you run in front of a car you'll get tired, but if you run behind the car you'll get exhausted",What do a nearsighted gynecologist and a healthy dog have in common? 84% of their dna,haha
"A man, recently completing a routine physical examination receives a phone call from his doctor.  The doctor says, """"I have some good news and some bad news.""""  The man says, """"OK, give me the good news first.""""  The doctor says, """"The good news is, you have 24 hours to live.""""  The man replies, """"Shit!  That's the good news?  Then what's the bad news?""""  The doctor says, """"The bad news is, I forgot to call you yesterday.",America: 8:00 - Welcome to work! 12:00 - Lunch break 17:00 - The work day is over Japan: 8:00 - Are you already at work? 12:00 - Continue your work 17:00 - The work day is over 20:00 - Please finish your work Romania: 8:00 - Has anyone come to work? 12:00 - Did someone start working? 16:00 - Is anyone at work?,jester
What do you call a gay avatar? A bender.,What do you call a cowshed in Arabic? A Mubarak,haha
"Got fired from the market for being too violent. All I did was put out a sign that said, ""take lettuce from top of pile or heads will roll!""",Tinder is the Night' Update A Fitzgerald Novel Hashtags With Only One Response,haha
"If you keep snails in the pockets of your cargo shorts, they're called escargot shorts. And send.",My boss fired me for making too many Asian jokes It was the end of my Korea. Now I'm China find a new job.,haha
Me: *Can't remember people's names 10 seconds after they introduce themselves Also me: *Effortlessly remembers the name of every cat in my neighbourhood,"Different cultures like eating animals that we consider pets... For example, did you know that in Japan, they eat fish?",haha
"When my wife is snoring, I always wake her to tell her how many likes the video of it I put on Facebook is getting",*Being dragged from the halls of power again* GRAVES SHOULD BE VERTICAL IT WOULD SAVE SO MUCH SPACE JUST LET ME SHOW YOU,haha
"A guy walks into a bar, orders a beer and says to the bartender, """"Hey, I got this great Polish Joke...""""   The barkeep glares at him and says in a warning tone of voice: """"Before you go telling that joke you better know that I'm Polish, both bouncers are Polish and so are most of my customers""""  """"Okay"""" says the customer,""""I'll tell it very slowly.",How many men does it take to screw in a light bulb?   One...men will screw anything.,jester
LGBT Girl Scout Leader Arrested She was thrown in jail for eating Brownies.,All out of clean spoons so I guess I'll just eat this fat free yogurt with my gun.,haha
"Two Rednecks were seated at the end of a bar when a young lady seated a few stools up began to choke on a piece of hamburger.  She was turning blue and obviously in serious respiratory distress. One said to the other, """"That gal there is having a bad time!""""  The other agreed and said """"Think we should go help?""""  """"You bet,"""" said the first,and with that, he ran over and said, """"Can you breathe??""""  She shook her head no.  He said, """"Can you speak??""""  She again shook her head no. With that, he pulled up her skirt and licked her on the butt. She was so shocked, she coughed up the obstruction and began to breathe-with great relief. The redneck walked back to his friend and said, """"Funny how that hind lick maneuver always works.","A dog walks into Western Union and asks the clerk to send a telegram. He fills out a form on which he writes down the telegram he wishes to send: """"Bow wow wow, Bow wow wow.""""  The clerk says, """"You can add another 'Bow wow' for the same price.""""  The dog responded, """"Now wouldn't that sound a little silly?",jester
"A guy had been feeling down for so long that he finally decided to seek the aid of a psychiatrist. He went there, lay on the couch, spilled his guts then waited for the profound wisdom of the psychiatrist to make him feel better.The psychiatrist asked me a few questions, took some notes then sat thinking in silence for a few minutes with a puzzled look on his face. He looked up with an expression of delight and said, """"I think your problem is low self-esteem. It is very common among losers.","How many teddybears does it take to change a lightbulb?  It takes only one teddybear, but it takes a whole lot of lightbulbs.",jester
Q: How many programmers does it take to change a lightbulb?  A: NONE!   That's a hardware problem....,"Person 1: Hey, wanna hear a great knock-knock joke? Person 2: Sure, What is it? Person 1: Okay, you start. Person 2: Knock-knock. Person 1: Who's there? Person 2: … Person 1: Hah!",jester
"Got fired from the market for being too violent. All I did was put out a sign that said, ""take lettuce from top of pile or heads will roll!""",Pro-tip: do not go Christmas caroling in a Stand Your Ground state.,haha
"I asked my wife for the newspaper, but she said, ""Just use my iPad."" That spider never knew what hit it.",Three blondes walk into a bar. You'd think one of them would have saw it.,haha
"A man in a hot air balloon realized he was lost. He reduced altitude and spotted a woman below. He descended a bit more and shouted, """"Excuse me, can you help me? I promised a friend I would meet him an hour ago, but I don't know where I am.” The woman below replied, """"You are in a hot air balloon hovering approximately 30 feet above the ground. You are between 40 and 41 degrees north latitude and between 59 and 60 degrees west longitude.” """"You must be an engineer,” said the balloonist. """"I am,"""" replied the woman. """"How did you know?” “Well,"""" answered the balloonist, """"everything you told me is technically correct, but I have no idea what to make of your information, and the fact is, I am still lost. Frankly, you've not been much help so far.” The woman below responded, """"You must be in management.” """"I am,"""" replied the balloonist, """"but how did you know?” “Well,"""" said the woman, """"you don't know where you are or where you are going. You have risen to where you are due to a large quantity of hot air. You made a promise that you have no idea how to keep, and you expect people beneath you to solve your problems. The fact is, you are in exactly the same position you were in before we met, but now, somehow, it's my fault!",What do you get when you run over a parakeet with a lawnmower?  Shredded tweet.,jester
I got hit by a rental car on the way to work yesterday Fucking Hertz.,I got stung by an applebee and now I'm going into bananaphylactic shock.,haha
How can you tell that your waitress is having a bad day? She has a tampon behind her ear and she can't find her pencil.,"I promise you, if you came to one Mexican party... racism would end!",haha
"A lawyer opened the door of his BMW, when suddenly a car came along and hit the door, ripping it off completely.  When the police arrived at the scene, the lawyer was complaining bitterly about the damage to his precious BMW.   """"Officer, look what they've done to my Beeeeemer!!!"""", he whined.   """"You lawyers are so materialistic, you make me sick!!!""""  retorted the officer.  """"You're so worried about your stupid BMW, that you didn't even notice that your left arm was ripped off!!!""""   """"Oh my gaaaad..."""", replied the lawyer, finally noticing the bloody left shoulder where his arm once was.  """"Where's my Rolex???!!!!",How many men does it take to screw in a light bulb?   One...men will screw anything.,jester
What do you call a gay drive-by? A fruit roll up.,*Being dragged from the halls of power again* GRAVES SHOULD BE VERTICAL IT WOULD SAVE SO MUCH SPACE JUST LET ME SHOW YOU,haha
"90% of being a married man - when your wife is being quiet, trying to figure out if she's just tired, or if you're in huge trouble.",What would you call a social media marketing genius? Masterbaiter ROFL,haha
"How do you get a little old lady to yell the F word? Get another little old lady to yell ""Bingo!""",How can you tell if your moms got Parkinsons? She's got lipstick on her eye balls.,haha
"An Asian man goes into a New York CityBank to exchange 10,000 yen for American Currency.  The teller gives him $72.00.  The next month the Asian man goes into the same bank with 10,000 yen and receives $62.00. He asks, """"How come? Only $62.00?"""" The teller says """"Fluctuations- Fluctuations!""""  Whereupon the Asian man looks back at the teller and says """"Fluk you Amelicans too!",How many feminists does it take to screw in a light bulb? That's not funny.,jester
"A guy walks into a bar and sits down next to an extremely gorgeous  woman.  The first thing he notices about her though, are her pants.   They were skin-tight, high-waisted and had no obvious mechanism  (zipper, buttons or velcro) for opening them.  After several minutes of puzzling over how she got the pants up over  her hips, he finally worked up the nerve to ask her.  """"Excuse me miss,  but how do you get into your pants?""""  """"Well,"""" she replied, """"you can start by buying me a drink.","When most people claim to be """"killing time"""", it's only an expression. When Chuck Norris kills time, the minutes actually cease to exist.",jester
"I've often heard that ""icy"" is the easiest word to spell Looking at it now, I see why",How many blind people does it take to change a light bulb? None if nobody's looking.,haha
"My girlfriend came out of the shower and said ""I shaved my pussy, you know what that means? I said ""yeah, the drain is clogged again. """,Apparently they're making a remake of the Never Ending Story. It starts with a Man asking a Woman how her day was...,haha
"One day the first grade teacher was reading the story of the Three Little Pigs to her class. She came to the part of the story where the first pig was trying to accumulate the building materials for his home. She read, """"...and so the pig went up to the man with the wheelbarrow full of straw and said, 'Pardon me sir, but may I have some of that straw to build my house?'"""" The teacher paused then asked the class, """"And what do you think that man said?"""" One little boy raised his hand and said, """"I know...he said, 'Holy Shit! A talking pig!'","A woman has twins, and gives them up for adoption.  One of them goes to a family in Egypt and is named """"Amal.""""  The other goes to a  family in Spain; they name him """"Juan.""""  Years later, Juan sends a picture of himself to his mom.  Upon receiving the picture, she tells her husband that she wishes she also had a picture of Amal.   Her husband responds, """"But they are twins-if you've seen Juan, you've seen   Amal.",jester
"Q: Ever wonder why the IRS calls it Form 1040?  A: Because for every $50 that you earn, you get 10 and they get 40.","Person 1: Hey, wanna hear a great knock-knock joke? Person 2: Sure, What is it? Person 1: Okay, you start. Person 2: Knock-knock. Person 1: Who's there? Person 2: … Person 1: Hah!",jester
"My wife is so negative. I remembered the car seat, the stroller, AND the diaper bag. Yet all she can talk about is how I forgot the baby.",What Does A Chinese Man Need When Taking his Dog Out? Oven mitts.,haha
"So, you don't trust a doctor to stitch you up? Fine. Suture self.","What did the Catholic Mexican say to greet the Greek God of Thunder? ""hey zeus!""",haha
"An engineer, a physicist and a mathematician are sleeping in a room. There is a fire in the room. The engineer wakes up, sees the fire, picks up the bucket of water and douses the fire and goes back to sleep.   Again there is fire in the room. This time, the physicist wakes up, notices the bucket, fills it with water, calculates the optimal trajectory and douses the fire in minimum amount of water and goes back to sleep.   Again there is fire. This time the mathematician wakes up.  He looks at the fire, looks at the bucket and the water and exclaims, """"A solution exists"""" and goes back to sleep.",Q. Did you hear about the dyslexic devil worshiper?   A. He sold his soul to Santa.,jester
"A guy walks into a bar and sits down next to an extremely gorgeous  woman.  The first thing he notices about her though, are her pants.   They were skin-tight, high-waisted and had no obvious mechanism  (zipper, buttons or velcro) for opening them.  After several minutes of puzzling over how she got the pants up over  her hips, he finally worked up the nerve to ask her.  """"Excuse me miss,  but how do you get into your pants?""""  """"Well,"""" she replied, """"you can start by buying me a drink.","Q.	What's O. J. Simpson's Internet address?  A.	Slash, slash, backslash, slash, slash, escape.",jester
"WASHINGTON (Reuters) - A tragic fire on Monday destroyed the personal library of President George W. Bush. Both of his books have been lost. Presidential spokesman Ari Fleischer said the president was devastated, as he had not finished coloring the second one.","What do you call an American in the finals of the world cup?  """"Hey Beer Man!",jester
My wife and I laugh at how competitive we are. But I laugh more.,Boss: Where were you born? Santa : India. Boss: which part? Santa : What 'which part'? Whole body was born in India.,haha
"President Clinton looks up from his desk in the Oval Office to see  one of his aides nervously approach him.   """"What is it?"""" exclaims the President.  """"It's this Abortion Bill Mr. President, what do you want to do  about it?"""" the aide replies.  """"Just go ahead and pay it."""" responds the President.","What do you call an American in the finals of the world cup?  """"Hey Beer Man!",jester
"There once was a man and a woman that both  got in  a terrible car wreck. Both of their vehicles   were completely destroyed, buy fortunately, no one  was   hurt.  In thankfulness, the woman said to the  man, 'We are both okay, so we should celebrate. I have   a  bottle of wine in my car, let's open it.'          So the woman got the bottleout of the car, and  handed it to the man. The man took a really big drink,  and handed the woman the bottle. The  woman  closed the bottle and put it down. The man  asked,   'Aren't you going to take a drink?'   The woman cleverly replied,  'No, I think I'll  just  wait for the cops to get here.'","Q.	What's O. J. Simpson's Internet address?  A.	Slash, slash, backslash, slash, slash, escape.",jester
"An engineer, a physicist and a mathematician are sleeping in a room. There is a fire in the room. The engineer wakes up, sees the fire, picks up the bucket of water and douses the fire and goes back to sleep.   Again there is fire in the room. This time, the physicist wakes up, notices the bucket, fills it with water, calculates the optimal trajectory and douses the fire in minimum amount of water and goes back to sleep.   Again there is fire. This time the mathematician wakes up.  He looks at the fire, looks at the bucket and the water and exclaims, """"A solution exists"""" and goes back to sleep.","Q.	What's O. J. Simpson's Internet address?  A.	Slash, slash, backslash, slash, slash, escape.",jester
"A guy walks into a bar and sits down next to an extremely gorgeous  woman.  The first thing he notices about her though, are her pants.   They were skin-tight, high-waisted and had no obvious mechanism  (zipper, buttons or velcro) for opening them.  After several minutes of puzzling over how she got the pants up over  her hips, he finally worked up the nerve to ask her.  """"Excuse me miss,  but how do you get into your pants?""""  """"Well,"""" she replied, """"you can start by buying me a drink.","A dog walks into Western Union and asks the clerk to send a telegram. He fills out a form on which he writes down the telegram he wishes to send: """"Bow wow wow, Bow wow wow.""""  The clerk says, """"You can add another 'Bow wow' for the same price.""""  The dog responded, """"Now wouldn't that sound a little silly?",jester
Q: What did the skunk use to contact his girlfriend? A: His smellular phone!,"me: if santa is all knowing, then he could solve every crime but he just doesn't hostage: can i go to the bathroom me: no",haha
Why is crucified Jesus always depicted with six pack abs? He did CrossFit.,"A Down Syndrome walks into a bar. Barman says ""Why the mong face?""",haha
What is the difference between men and women:   A woman wants one man to satisfy her every need. A man wants every woman to satisfy his one need.,How many feminists does it take to screw in a light bulb? That's not funny.,jester
I just completed 100 push-ups. (I started last November.),"I asked my girlfriend if she wanted to play pearl harbour.""What's that?"" she asked.That's where I lie down & u blow the fuck out of me",haha
How many men does it take to screw in a light bulb?   One...men will screw anything.,"Q.	What's O. J. Simpson's Internet address?  A.	Slash, slash, backslash, slash, slash, escape.",jester
Did you know that Iceland is only one sea away from Ireland?,"Astronaut 1: hey I can't find any milk for my coffee Astronaut 2: In space, no one can. Here, use cream.",haha
"me: before you hire me, you should know i take things interviewer: like what? me: time and care interviewer: oh haha me: also xanax, company money, and two-hour morning shits","What's a specimen? Mama mia, it's an Italian astronaut!",haha
"A lawyer opened the door of his BMW, when suddenly a car came along and hit the door, ripping it off completely.  When the police arrived at the scene, the lawyer was complaining bitterly about the damage to his precious BMW.   """"Officer, look what they've done to my Beeeeemer!!!"""", he whined.   """"You lawyers are so materialistic, you make me sick!!!""""  retorted the officer.  """"You're so worried about your stupid BMW, that you didn't even notice that your left arm was ripped off!!!""""   """"Oh my gaaaad..."""", replied the lawyer, finally noticing the bloody left shoulder where his arm once was.  """"Where's my Rolex???!!!!","A woman has twins, and gives them up for adoption.  One of them goes to a family in Egypt and is named """"Amal.""""  The other goes to a  family in Spain; they name him """"Juan.""""  Years later, Juan sends a picture of himself to his mom.  Upon receiving the picture, she tells her husband that she wishes she also had a picture of Amal.   Her husband responds, """"But they are twins-if you've seen Juan, you've seen   Amal.",jester
It's hard following a clown act My girlfriend dated a clown before we started going together. I've got some pretty big shoes to fill.,"FUN FACT for you movie buffs, the original title for Star Wars: A New Hope was Space Squabble: A Fresh Dollop of Good Vibes.",haha
"Recently a teacher, a garbage collector, and a lawyer wound up together at the Pearly Gates. St. Peter informed them that in order to get into Heaven, they would each have to answer one question. St. Peter addressed the teacher and asked, """"What was the name of the ship that crashed into the iceberg? They just made a movie about it."""" The teacher answered quickly, """"That would be the Titanic."""" St. Peter let him through the gate. St. Peter turned to the garbage man and, figuring Heaven didn't really need all the odors that this guy would bring with him, decided to make the question a little harder: """"How many people died on the ship?"""" Fortunately for him, the trash man had just seen the movie. """"1,228,"""" he answered. """"That's right! You may enter."""" St. Peter turned to the lawyer: """"Name them.","A woman has twins, and gives them up for adoption.  One of them goes to a family in Egypt and is named """"Amal.""""  The other goes to a  family in Spain; they name him """"Juan.""""  Years later, Juan sends a picture of himself to his mom.  Upon receiving the picture, she tells her husband that she wishes she also had a picture of Amal.   Her husband responds, """"But they are twins-if you've seen Juan, you've seen   Amal.",jester
"My girlfriend, Ruth, fell off the back of my bike. I rode on, ruthlessly.",satan: welcome to hell me: i guess you could say this is a really hot sp- satan: a hot spot yeah ok fucking settle down,haha
"It was the day of the big sale. Rumors of the sale (and some advertising in the local paper) were the main reason for the long line that formed by 8:30, the store's opening time, in front of the store. A small man pushed his way to the front of the line, only to be pushed back, amid loud and colorful curses. On the man's second attempt, he was punched square in the jaw, and knocked around a bit, and then thrown to the end of the line again. As he got up the second time, he said to the person at the end of the line... """"That does it! If they hit me one more time, I won't open the store!",Why are there so many Jones's in the phone book? Because they all have phones.,jester
"A man joins a big corporate empire as a trainee. On his very first day of work, he dials the pantry and shouts into the phone: """"Get me a coffee, quickly!"""" The voice from the other side responds, """"You fool, you've dialed the wrong extension! Do you know who you're talking to, dumbo?"""" """"No,"""" replied the trainee.""""It's the CEO of the company, you fool!"""" The trainee shouts back, """"And do YOU know who YOU are talking to, you fool?!"""" """"No."""" replied the CEO indignantly. """"Good!"""" replied the trainee, and puts down the phone.","Person 1: Hey, wanna hear a great knock-knock joke? Person 2: Sure, What is it? Person 1: Okay, you start. Person 2: Knock-knock. Person 1: Who's there? Person 2: … Person 1: Hah!",jester
"As I get older and remember all the people I've lost along the way, I think to myself maybe a career as a tour guide wasn't for me.",Why did the feminist cross the road? To suck my cock!,haha
"A little girl asked her father, """"Daddy? Do all fairy tales begin with 'Once Upon a Time'"""" He replied, """"No, there is a whole series of fairy tales that begin with 'If elected I promise'",Q. Did you hear about the dyslexic devil worshiper?   A. He sold his soul to Santa.,jester
"A Panda bear walks into a bar.  Sits down at a table and orders a beer  and a double cheeseburger.  After he is finished eating, he pulls out a gun and rips the place with gunfire.  Patrons scatter and dive under chairs and tables as the bear runs out the door.  After ensuring that no one is hurt,  the bartender races out the door, and calls after the bear """"What the hell did you do that for?""""  The bear calls back, """"I'm a Panda bear.  Look it up in the dictionary.""""    The bartender returns, pulls out his dictionary.  panda : \Pan""""da\, n. (Zo[""""o]l.) A small Asiatic mammal (Ailurus fulgens) having fine soft fur. It is related to the bears, and inhabits the mountains of Northern India. Eats shoots and leaves.","How many teddybears does it take to change a lightbulb?  It takes only one teddybear, but it takes a whole lot of lightbulbs.",jester
"My life completely changed after I learned Morse Code. Last night, for example, I couldn't fall asleep because the rain kept telling me to go fuck myself.","""In health, Black 40 is like the White 75."" Have you had your colonoscopy? Blackish",haha
"An artist asked the gallery owner if there had been any interest in his paintings currently on display. """"I've got good news and bad news,"""" the owner replied. """"The good news is that a gentleman inquired about your work and wondered if it would appreciate in value after your death. When I told him it would, he bought all fifteen of your paintings."""" """"That's wonderful!"""" the artist exclaimed. """"What's the bad news?"""" With concern, the gallery owner replied: """"The guy was your doctor.","At a recent Sacramento PC Users Group meeting, a company was demonstrating its latest speech- recognition software.   A representative from the company was just about ready to start the demonstration and asked everyone in the room to quiet down.  Just then someone in the back of the room yelled, """"Format C: Return.""""  Someone else chimed in: """"Yes, Return""""  Unfortunately, the software worked.",jester
"A group of  managers were given the assignment to measure the height of a flagpole. So they go out to the flagpole with ladders and tape measures, and they're falling off the ladders, dropping the tape measures - the whole thing is just a mess. An engineer comes along and sees what they're trying to do, walks over, pulls the flagpole out of the ground, lays it flat, measures it from end to end, gives the measurement to one of the managers and walks away. After the engineer has gone, one manager turns to another and laughs. """"Isn't that just like an engineer, we're looking for the  height and he gives us the length.",Q. What is orange and sounds like a parrot?    A. A carrot.,jester
Her: At least invite me out to dinner. Him: I don't go out with married women. Her: But I'm your wife. Him: I make no exceptions.,Heading to Chinatown after work... I heard it's Erection Day.,haha
"A couple of hunters are out in the woods in the deep south when one of them falls to the ground. He doesn't seem to be breathing, and his eyes are rolled back in his head.The other guy whips out his cell phone and calls 911. He gasps to the operator, """"My friend is dead! What can I do?"""" The operator, in a calm and soothing voice, says, """"Alright, take it easy. I can help. First, let's make sure he's dead."""" There is silence, and then a gun shot is heard.The hunter comes back on the line. """"Okay. Now what??","What does an atheist say during an orgasm? """"Oh Darwin! Oh Darwin!...",jester
"A teacher is explaining to her class how different languages use  negatives differently.  She says, """"In all languages, a positive followed by a negative or a negative followed by a positive makes a negative.  In some languages, two negatives together make a positive, while in others they make a negative.  But in no language do two positives make a negative.""""    One of the students puts up his hand and says, """"Yeah, right.",How many men does it take to screw in a light bulb?   One...men will screw anything.,jester
"My wife is so negative. I remembered the car seat, the stroller, AND the diaper bag. Yet all she can talk about is how I forgot the baby.",What Do You Call An Israelite On The Himalayas? Mountain Jew.,haha
"A blonde, brunette, and a red head are all lined up to be shot to death by a firing squad. The brunette shouts, """"Tornado!"""" and the riflemen turn around to see the tornado. It isn't there, and the brunette uses that time to escape. The red head yells, """"Lightning!"""" and the riflemen again turn to see the disaster, yet there is no disaster and the red head escapes. The blonde yells, """"Fire!"""" The riflemen do.",Q. What is orange and sounds like a parrot?    A. A carrot.,jester
It's hard following a clown act My girlfriend dated a clown before we started going together. I've got some pretty big shoes to fill.,"me: ok now keep control of the wheel and slowly press the gas pedal, you're doing great goose: honk me: yes we will get to that",haha
"An engineer dies and reports to the pearly gates. St. Peter checks his dossier and says, """"Ah, you're an engineer--you're in the wrong place."""" So, the engineer reports to the gates of hell and is let in. Pretty soon, the engineer gets dissatisfied with the level of comfort in hell, and starts designing and building improvements. After awhile, they've got air conditioning, flush toilets and escalators, and the engineer is a pretty popular guy. One day, God calls Satan up on the telephone and says with a sneer, """"So, how's it going down there in hell?"""" Satan replies, """"Hey, things are going great. We've got air conditioning, flush toilets and escalators, and there's no telling what this engineer is going to come up with next."""" God replies, """"What?? You've got an engineer? That's a mistake--he should never have gotten down there; send him up here."""" Satan says, """"No way."""" I like having an engineer on the staff, and I'm keeping him."""" God says, """"Send him back up here or I'll sue."""" Satan laughs uproariously and answers, """"Yeah, right. And just where are YOU going to get a lawyer?",Q:  What did the blind person say when given some matzah?  A:  Who the hell wrote this?,jester
"On the first day of college, the Dean addressed the students, pointing out some of the rules:  """"The female dormitory will be out-of-bounds for all male students and the male dormitory to the female students. Anybody caught breaking this rule will be finded $20 the first time."""" He continued, """"Anybody  caught breaking this rule the second time will be fined $60. Being caught a third time will cost you a fine of $180. Are there any questions ?""""  At this point, a male student in the crowd inquired: """"How much for a season pass ?","When most people claim to be """"killing time"""", it's only an expression. When Chuck Norris kills time, the minutes actually cease to exist.",jester
We all know Albert Einstein was a genius... ...but his brother Frank was a monster.,"What is 32% black, 45% white... ...gets lit up and changes to blue and red at night? Chicago.",haha
"My girlfriend tried to take a selfie in the shower, but said it was too blurry. She has selfie steam issues.",I sent a tin of macaroni to Ethiopia and I've just received a letter back saying thanks for the leg warmers...,haha
What is the difference between a hippo and a Zippo? One is heavy and the other is a little lighter.,Just found out Empire Strikes Back was released 40 years ago today. And...I’m officially ancient.,haha
My wife found out i was cheating on her after she found all the letters I was hiding. She got so mad and said she's never gonna play scrabble with me ever again,"In 2018, a Missouri deer poacher was ordered to watch ""Bambi"" once a month for the entirety of his year-long prison sentence.",haha
"One day, a professor was giving a big test to his students. He handed out the tests and went back to his desk to wait. Once the test was over, the students all handed the tests back in.The professor noticed that one of the students had attached a $100 bill to his test with a note saying: """"A dollar per point."""" The next class the professor handed the tests back out. This student got back his test...and $64 change!","Out in the backwoods of some midwestern state, little Johnny arrives at school an hour late.  Teacher: """"Why are you so late, John?"""" Johny : """"My big brother got shot in the ass."""" (the teacher corrects his speech) Teacher: """"Rectum."""" Johnny : """"Wrecked him!? Hell, It damn near killed him!",jester
My toothpaste says it guarantees whiteness within two weeks.. Yet after two weeks I'm still asian,What's the most Jewish instrument? The Sachs,haha
Her: At least invite me out to dinner. Him: I don't go out with married women. Her: But I'm your wife. Him: I make no exceptions.,satan: welcome to hell me: i guess you could say this is a really hot sp- satan: a hot spot yeah ok fucking settle down,haha
"""I left your tuxedo in your closet, Mr. Phoenix"" ""My what closet?"" *butler sighs, completely tired of living* ""Your Joaquin closet, sir""","One comma makes all the difference when telling someone, 'Diet, Dr. Pepper'",haha
"An Asian man goes into a New York CityBank to exchange 10,000 yen for American Currency.  The teller gives him $72.00.  The next month the Asian man goes into the same bank with 10,000 yen and receives $62.00. He asks, """"How come? Only $62.00?"""" The teller says """"Fluctuations- Fluctuations!""""  Whereupon the Asian man looks back at the teller and says """"Fluk you Amelicans too!","When most people claim to be """"killing time"""", it's only an expression. When Chuck Norris kills time, the minutes actually cease to exist.",jester
Q: What's the difference between the government  and  the Mafia?  A: One of them is organized.,Q: What do Monica Lewinsky and Bob Dole have in common? A: They were both upset when Bill finished first.,jester
"Early one morning a mother went to her sleeping son and woke him up.  """"Wake up, son.  It's time to go to school.""""  """"But why, Mama?  I don't want to go to school.""""  """"Give me two reasons why you don't want to go to school.""""  """"One, all the children hate me. Two, all the teachers hate me,""""  """"Oh! that's no reason. Come on, you have to go to school,""""   """"Give me two good reasons WHY I should go to school?""""    """"One, you are fifty-two years old. Two, you are the principal of the  school.",Q:  What did the blind person say when given some matzah?  A:  Who the hell wrote this?,jester
What's Dracula's favourite type of coffee? Decoffinated.,What do they eat for breakfast in africa? Ebola cereal,haha
"I Wasn't Too Keen On The Idea Of Gay Parenting Until I met my wife, who was raised by two dads. That's when I came to my senses and realized.. NO MOTHER-IN-LAW!","I grew up in a rough neighbourhood. As a child people would cover me in chocolate, cream and put a cherry on my head. It was tough in the gateau.",haha
"The graduate with a Science degree asks, """"Why does it work?"""" The graduate with an Engineering degree asks, """"How does it work?"""" The graduate with an Accounting degree Asks, """"How much will it cost?""""  The graduate with a  Liberal Arts degree asks, """"Do you want fries  with  that?",Q: Do you know the difference between an intelligent male and the Sasquatch?  A: There have been actual reported sightings of the Sasquatch.,jester
"A guy walks into a bar and sits down next to an extremely gorgeous  woman.  The first thing he notices about her though, are her pants.   They were skin-tight, high-waisted and had no obvious mechanism  (zipper, buttons or velcro) for opening them.  After several minutes of puzzling over how she got the pants up over  her hips, he finally worked up the nerve to ask her.  """"Excuse me miss,  but how do you get into your pants?""""  """"Well,"""" she replied, """"you can start by buying me a drink.","A horse walks into a bar. Bartender says: """"So, why the long face?",jester
"A man approached a very beautiful woman in a large supermarket and asked, """"You know, I've lost my wife here in the supermarket. Can you talk to me for a couple of minutes?"""" """"Why?"""" """"Because every time I talk to a beautiful woman my wife appears out of nowhere.","Two kindergarten girls were talking outside: one said, """"You won't believe what I saw on the patio yesterday--a condom!""""  The second girl asked, """"What's a patio?",jester
"I asked my wife why she married me. She said ""Because you're really funny."" I said: ""I thought it was because I'm good in bed."" She said: ""See? You're hilarious.""",The secret to a good date is to leave them wanting more... tell them you're going to the restroom but then go home instead.,haha
"A baby gender reveal party, but instead of a pink or blue cake, a giant cake where a male or female stripper jumps out.",All out of clean spoons so I guess I'll just eat this fat free yogurt with my gun.,haha
Q: What's the difference between the government  and  the Mafia?  A: One of them is organized.,How many feminists does it take to screw in a light bulb? That's not funny.,jester
